acquisition_orientation	autocorrelation_model	b0_unwarping_software	coordinate_space	echo_time	field_of_view	field_strength	flip_angle	full_dataset_url	functional_coregistered_to_structural	functional_coregistration_method	group_comparison	group_description	group_estimation_type	group_inference_type	group_model_multilevel	group_model_type	group_modeling_software	group_repeated_measures	group_repeated_measures_method	handedness	hemodynamic_response_function	high_pass_filter_method	inclusion_exclusion_criteria	interpolation_method	intersubject_registration_software	intersubject_transformation_type	intrasubject_estimation_type	intrasubject_model_type	intrasubject_modeling_software	length_of_blocks	length_of_runs	length_of_trials	matrix_size	motion_correction_interpolation	motion_correction_metric	motion_correction_reference	motion_correction_software	nonlinear_transform_type	number_of_experimental_units	number_of_images	number_of_imaging_runs	number_of_rejected_subjects	object_image_type	optimization	optimization_method	order_of_acquisition	order_of_preprocessing_operations	orthogonalization_description	parallel_imaging	proportion_male_subjects	pulse_sequence	quality_control	repetition_time	resampled_voxel_size	scanner_make	scanner_model	skip_distance	slice_thickness	slice_timing_correction_software	smoothing_fwhm	smoothing_type	software_package	software_version	subject_age_max	subject_age_mean	subject_age_min	target_resolution	target_template_image	transform_similarity_metric	type_of_design	used_b0_unwarping	used_dispersion_derivatives	used_high_pass_filter	used_intersubject_registration	used_motion_correction	used_motion_regressors	used_motion_susceptibiity_correction	used_orthogonalization	used_reaction_time_regressor	used_slice_timing_correction	used_smoothing	used_temporal_derivatives	doi	pmid	year	title	source_title
											False									right			Head-movement and task compliance																200.0	15.0	2.0	2.0																												eventrelated		False				True			False			False	10.1002/hbm.25086	32525609.0	2020	Attentional Reorientation Along The Meridians Of The Visual Field: Are There Different Neural Mechanisms At Play?	Human Brain Mapping
											False	Early middle-aged adults with higher BMI 23.8-41.96								right												4								28.0				True						0.172														46.0	39.25	33.0				other													10.3389/fnbeh.2020.578676	33343310.0	2020	Neural Substrates Of Food Valuation And Its Relationship With BMI And Healthy Eating In Higher BMI Individuals	Frontiers In Behavioral Neuroscience
												Nonmusicians, early onset piano players, late onset piano players																												12.0																																											10.1016/j.neuroimage.2021.118251		2021	The Impact Of Early Musical Training On Striatal Functional Connectivity	NeuroImage
																																								22.0																																											10.1016/j.neuroimage.2020.117019	32522664.0	2020	The Role Of Default Mode Network In Semantic Cue Integration	NeuroImage
								https://osf.io/3agvn/																																4.0																																											10.1016/j.neuroimage.2019.02.033		2019	Real-time fMRI Neurofeedback Training To Improve Eating Behavior By Self-Regulation Of The Dorsolateral Prefrontal Cortex: A Randomized Controlled Trial In Overweight And Obese Subjects	NeuroImage
																																								6.0																																											10.1017/S0954579418000949	30189904.0	2018	Subjective Social Status And Neural Processing Of Race In Mexican American Adolescents	Development And Psychopathology
																																								2.0																																											10.1016/j.neuroimage.2021.117819		2021	Association Of Quality Of Life With Structural, Functional And Molecular Brain Imaging In Community-Dwelling Older Adults	NeuroImage
																																								8.0																																											10.1073/pnas.2010890117	33055212.0	2020	Model-free Decision Making Is Prioritized When Learning To Avoid Harming Others	Proceedings Of The National Academy Of Sciences
																																								12.0																																											10.1016/j.neuroimage.2020.117666	33359341.0	2021	Social Exclusion Reliably Engages The Default Network: A Meta-Analysis Of Cyberball	NeuroImage
Axial			talairach	23.0		7.0	55.0		True		False			randommixedeffects		regression		True		right			history of neurological injury, known severe genetic or medical disorders, prenatal drug exposure, premature birth or birth trauma, drug use, MRI exclusion criteria			nonlinear		regression		25.0	325.0	5				1st EPI volume of task		AFNI 3dQwarp	8.0	2.0	8.0	3.0	T1	False		ascending			GRAPPA 2	0.45	Echo Planar Imaging		2.5	1.2	Siemens	7T-830/AS MAGNETOM		1.2		2.4	2.4mm FWHM	AFNI	19.0.25	48.0	27.0	22.0	1.0			blocked		False	False	True	True	True		False	False	True		False	10.1523/JNEUROSCI.1751-19.2019	31836661.0	2019	Taste Quality Representation In The Human Brain	The Journal Of Neuroscience
								https://openfmri.org/dataset/ds000201/																																24.0																																											10.1038/s41598-020-74489-9	33087746.0	2020	A Combined fMRI And EMG Study Of Emotional Contagion Following Partial Sleep Deprivation In Young And Older Humans	Scientific Reports
																GLM	FSL																							12.0																																											10.1038/s41467-019-13541-3	31797874.0	2019	Individual Face- And House-Related Eye Movement Patterns Distinctively Activate FFA And PPA	Nature Communications
axial			talairach	27.0	240.0	3.0	78.0				False			randommixedeffects		Robust linear mixed effects model	R	True		both			"1.	Subjects who report a history of any mental health disorder such as dysthymia, simple phobia, major depression, obsessive compulsive disorder, o"			linear		Regression		30.0	512.0		128.0						12.0	3.0	1.0	1.0	T1				removal of initial TRs; slice timing alignment; alignment and volume registration; smoothing; masking; scaling; regression	Regressors of interest included four orthogonal regressors used to quantify the neural activation associated with matching of (1) happy faces, (2) fearful faces, (3) angry faces, and (4) shapes. Ten r		0.5	single-shot gradient-recalled EPI sequence		2000.0	2.0	General Electric	Discovery MR750 	0.0	2.9		4.0	full-width at half-maximum Gaussian kernel	AFNI		47.0	32.0	22.0				blocked				True	True	True		True	False	True	True		10.1016/j.bbi.2021.05.023	34052365.0	2021	Impact Of Ibuprofen And Peroxisome Proliferator-Activated Receptor Gamma On Emotion-Related Neural Activation: A Randomized, Placebo-Controlled Trial	Brain, Behavior, And Immunity
																																								3.0																																											10.1111/jora.12587	33070432.0	2020	Neural Correlates Of Conflicting Social Influence On Adolescent Risk Taking	Journal Of Research On Adolescence
			mni	28.0	192.0	3.0	64.0		True											right					FSL	linear					903.0						FSL		1.0	4.0	1.0										T2*-weighted echo planer imaging 		1500.0		Siemens	Skyra		4.0	FSL			FSL		32.0		18.0				other				True	True					True	True		10.1093/cercor/bhy282	30395174.0	2018	Propagation Of Information Along The Cortical Hierarchy As A Function Of Attention While Reading And Listening To Stories	Cerebral Cortex
axial			mni	30.0	192.0	3.0	9.0		True		False									right		192			SPM12			GLM	SPM12	450.0	900.0	12	64.0			mean	SPM		2.0	3.0	4.0	2.0	T1	False		ascending				0.53	T2*-weighted imaging 		2000.0		Siemens	Tim Trio	0.6	3.0	SPM	8.0		SPM	12	34.0	26.92	20.0	2.0			blocked			True	True	True					True	True		10.1016/j.neuroimage.2020.117146		2020	Intraparietal Sulcus Maintains Working Memory Representations Of Somatosensory Categories In An Adaptive, Context-Dependent Manner	NeuroImage
			mni	25.0		3.0	20.0				False	Within subject analyses								right	Boxcar Function		Individuals with obesity undergoing fMRI had to meet the following inclusion criteria: i) age between 18 and 65 years, ii) BMI (kg/m2) > 35 (i.e. ≥ grade 2 obesity), iii) a waist circumference < 160 c						SPM8	20.0						6	SPM8		30.0	9.0	3.0	15.0											241.0		SIEMENS	MAGNETOM TRIO		2.0		8.0		SPM	8		41.0					blocked	False	False	True		True	True		False	False	False	True	False	10.1007/s00406-020-01218-8	33331960.0	2020	Reliability Of Neural Food Cue-Reactivity In Participants With Obesity Undergoing Bariatric Surgery: A 26-Week Longitudinal fMRI Study	European Archives Of Psychiatry And Clinical Neuroscience
																																								7.0																																											10.1038/s41598-020-74334-z	33093488.0	2020	Brain Structure Correlates Of Expected Social Threat And Reward	Scientific Reports
																																								14.0																																											10.1016/j.media.2021.102026	33848962.0	2021	A Structural Enriched Functional Network: An Application To Predict Brain Cognitive Performance	Medical Image Analysis
																																								3.0																																											10.1016/j.neuroscience.2020.07.022		2020	Reduced Neural Satiety Responses In Women Affected By Obesity	Neuroscience
								https://fsl.fmrib.ox.ac.uk/fsl/fslwiki/Atlases/striatumstruc																																1.0																																											10.1016/j.neuroimage.2010.06.044		2011	Imaging Dopamine Receptors In Humans With [11C]-(+)-PHNO: Dissection Of D3 Signal And Anatomy	NeuroImage
								https://osf.io/s5ndv/																																4.0																																											10.1016/j.nicl.2020.102420	32961404.0	2020	Obesity Is Associated With Reduced Orbitofrontal Cortex Volume: A Coordinate-Based Meta-Analysis	NeuroImage: Clinical
																																								8.0																																											10.1016/j.dcn.2020.100837	32830094.0	2020	Neural Sensitivity To Conflicting Attitudes Supports Greater Conformity Toward Positive Over Negative Influence In Early Adolescence	Developmental Cognitive Neuroscience
																																								270.0																																											10.1038/s41593-017-0051-7	29292378.0	2018	Generalizable Representations Of Pain, Cognitive Control, And Negative Emotion In Medial Frontal Cortex	Nature Neuroscience
																																								18.0																																											10.1186/s12868-021-00618-3	33639845.0	2021	Sex Differences In Neural Responses To Reward And The Influences Of Individual Reward And Punishment Sensitivity	BMC Neuroscience
											False																													3.0										0.46														16.54	13.38	8.1																	10.1111/jora.12500	30957359.0	2019	Maternal Buffering Of Adolescent Dysregulation In Socially Appetitive Contexts: From Behavior To The Brain	Journal Of Research On Adolescence
																																								5.0																																											10.1093/scan/nsy063	30085255.0	2018	Neural Correlates Of Sibling Closeness And Association With Externalizing Behavior In Adolescence	Social Cognitive And Affective Neuroscience
									True		True									both			All patients were diagnosed with MCI or Dementia likely due to Alzheimer's disease (Albert et al + McKhann et al 2011) and were amyloid-positive. Some patients also fulfilled criteria for lvPPA or PCA		SPM12	nonlinear														30.0										0.479														95.0	65.3	48.0				other				True									10.1212/WNL.0000000000011270	33262228.0	2020	Association Of APOE4 And Clinical Variability In Alzheimer Disease With The Pattern Of Tau- And Amyloid-PET	Neurology
																																								7.0																																											10.1523/ENEURO.0018-20.2020	33139321.0	2020	Orienting Attention To Short-Term Memory Representations Via Sensory Modality And Semantic Category Retro-Cues	Eneuro
																																								3.0																																											10.1016/j.brainres.2020.147049		2020	An Integrative Model Of Network Activity During Episodic Memory Retrieval And A Meta-Analysis Of fMRI Studies On Source Memory Retrieval	Brain Research
																																								9.0																																											10.1016/j.neuroimage.2020.117503		2021	The Brain Signature Of Emerging Reading In Two Contrasting Languages	NeuroImage
AP			mni	23.0	6336512.0	3.0	72.5		True	DARTEL	True	Children age 10-12 and adults age 32-52, the gender-matched parent of the children	classical			one-sample t-test, two-sample t-test		False		right	canonical	128 s	exclusion criteria: eating disorder,food allergy, following a diet (medically prescribed or to lose weight), gastrointestinal disorder, smoking or current alcohol consumption of >28 units/wk				classical			24.0	494.0		0.0				ArtRepair version 4		16.0	123.0	1.0	5.0	T1	False			slice time correction, realignment, coregistration normalization, smoothing, volume artifact correction with ArtRepair			0.34	T2*-weighted gradient echo 2-dimensional echo-planar imaging sequence		1400.0	4.0	Philips	Achieva	0.0	4.0		8.0		SPM	8	52.0	28.0	10.0	4.0			blocked	False	False	True	True	True	True		True	False	True	True	False	10.3945/ajcn.116.137240		2016	Developmental Differences In The Brain Response To Unhealthy Food Cues: An fMRI Study Of Children And Adults	The American Journal Of Clinical Nutrition
						3.0					False									both																				2.0															Siemens									13.0	10.4	7.0																	10.1002/hbm.22139	22806938.0	2012	Sustained Attention Is Associated With Right Superior Longitudinal Fasciculus And Superior Parietal White Matter Microstructure In Children	Human Brain Mapping
			mni			3.0					False									both																				4.0															Siemens									13.0	10.2	7.0								True									10.1016/j.dcn.2021.100982	34171560.0	2021	Brain Structure Associations With Phonemic And Semantic Fluency In Typically-Developing Children	Developmental Cognitive Neuroscience
																																								11.0																																											10.1016/j.neuroimage.2021.118534		2021	Touching Events Predict Human Action Segmentation In Brain And Behavior	NeuroImage
																																								1.0																																											10.1523/JNEUROSCI.2434-21.2022	36658459.0	2021	Touching Events Predict Human Action Segmentation In Brain And Behavior	NeuroImage
			mni	22.0	192.0	3.0	90.0		True		False					T tests		False		right			History of neuropsychiatric disorders, medical disorders such as hypertension, hyper- or hypothyroidism, cancer, diabetes, as well as left/handedness and MRI incompatibilities		SPM12												SPM			122.0		6.0					realignment, slice-timing correction, coregistration to anatomical image, segmentation, neormalization, smoothing			0.0			2000.0		Siemens	Skyra		2.5		8.0	isotropic Gaussian kernel	SPM	12	35.0	26.33	20.0				eventrelated					True	True			False	True	True		10.3758/s13415-019-00754-8		2019	Liking And Left Amygdala Activity During Food Versus Nonfood Processing Are Modulated By Emotional Context	Cognitive, Affective, & Behavioral Neuroscience
																																								5.0																																											10.1016/j.dcn.2018.05.010	29936358.0	2018	Heritability Of Neural Reactions To Social Exclusion And Prosocial Compensation In Middle Childhood	Developmental Cognitive Neuroscience
								https://doi.org/10.26037/yareta:dgrqsd24ljdrlhbwkal22ni4wq																																365.0																																		True									10.1371/journal.pbio.3000900	33180768.0	2020	Computational Imaging During Video Game Playing Shows Dynamic Synchronization Of Cortical And Subcortical Networks Of Emotions	PLOS Biology
axial				25.0		3.0	65.0				False																					variable							48.0	9.0						descending							1560.0		Siemens			3.0						48.0		18.0				eventrelated													10.3758/s13415-020-00862-w	33469886.0	2021	Natural Sleep Loss Is Associated With Lower mPFC Activity During Negative Distracter Processing	Cognitive, Affective, & Behavioral Neuroscience
								https://doi.org/10.5061/dryad.msbcc2g0n																																12.0																																											10.1038/s41467-022-29047-4	35347127.0	2022	A Computational Model Of Neurodegeneration In Alzheimerâs Disease	Nature Communications
																																								6.0																																											10.1371/journal.pbio.2001958	28658252.0	2017	Integration Of Individual And Social Information For Decision-Making In Groups Of Different Sizes	PLOS Biology
											False	Healthy university students								right																				5.0																																											10.1038/s41467-019-12937-5	31754103.0	2019	Neural Computations Underlying Strategic Social Decision-Making In Groups	Nature Communications
axial		FSL epi_reg	mni				80.0		True	FSL FLIRT with BBR	False		GLM	randommixedeffects		regression	TFCE_mediation	False		right	none used	> 0.008 Hz			ANTs	nonlinear	OLS	regression	fsl_glm							middle volume	FSL MCFLIRT		1.0	13.0	1.0	18.0		False		ascending					GE-EPI				Siemens	Magnetom Tim Trio		2.0				FSL	5.0.9	18.0	18.0	18.0				other	True	False	True	True	True	False	False	False	False	False	True	False	10.1016/j.euroneuro.2019.10.008		2019	Nucleus Accumbens Connectivity At Rest Is Associated With Alcohol Consumption In Young Male Adults	European Neuropsychopharmacology
																																								3.0																																											10.1038/s41467-018-05553-2	30082718.0	2018	Development Of MPFC Function Mediates Shifts In Self-Protective Behavior Provoked By Social Feedback	Nature Communications
																																								12.0																																											10.1016/j.neuroimage.2021.118110		2021	Escitalopram Enhances Synchrony Of Brain Responses During Emotional Narratives In Patients With Major Depressive Disorder	NeuroImage
Transversal			mni	4.92	190.0	3.0	25.0	http://www.uniklinik-ulm.de/struktur/kliniken/psychiatrie-und-psychotherapie/klinik-fuer-psychiatrie-und-psychotherapie-iii-ulm/home/forschung/clinical-neuroimaging/digital-atlas.html		Acquisition of sagittal T1-weighted high-resolution MPRAGE volumes	False																				446.0									4.0		2.0	T1							0.37			41.0	1.0	Siemens	Allegra		1.8			Diffusion Filter (six interations, diffusion constant 160, edge detection constant 0.62, sample spacing 16, control point spacing 60, spline stiffness 0.001)	BrainSuite	v9.01	59.0	29.1	18.0	1.0							True							True		10.3389/fnana.2016.00012	26924965.0	2016	A Digital Atlas Of Middle To Large Brain Vessels And Their Relation To Cortical And Subcortical Structures	Frontiers In Neuroanatomy
																																								8.0																																											10.1016/j.neuroscience.2020.09.015		2021	Relationship-specific Encoding Of Social Touch In Somatosensory And Insular Cortices	Neuroscience
																																								20.0																																											10.1523/JNEUROSCI.1350-20.2021	34330774.0	2021	Reactivation Of Single-Episode Pain Patterns In The Hippocampus And Decision Making	The Journal Of Neuroscience
																																								9.0																																											10.1162/jocn_a_01300	29916791.0	2018	Hippocampal-targeted Theta-burst Stimulation Enhances Associative Memory Formation	Journal Of Cognitive Neuroscience
																																								23.0																																											10.1038/s41598-020-77820-6	33247212.0	2020	Overlapping And Unique Neural Circuits Are Activated During Perceptual Decision Making And Confidence	Scientific Reports
			mni						True		False									right			Healthy subjects																	9.0			T1							0.5										8.0				43.0	23.8	18.0															True		10.1038/s41386-020-00834-1	32919405.0	2020	Methylphenidate Boosts Choices Of Mental Labor Over Leisure Depending On Striatal Dopamine Synthesis Capacity	Neuropsychopharmacology
			mni			3.0					False			randommixedeffects						right							robust regression	regression	NeuroElfv1.1										32.0	8.0	3.0	1.0							MB4	0.28					Siemens	TIM Trio				6.0	Gaussian	spm	12		24.41					eventrelated			True		True	True				False	True		10.1038/s41562-020-00972-y	33230282.0	2020	Distinct Regions Of The Striatum Underlying Effort, Movement Initiation And Effort Discounting	Nature Human Behaviour
								https://openneuro.org/datasets/ds001019			True																													11.0																						fmriPrep																					10.1038/s41467-019-10597-z	31186425.0	2019	Learning Of Distant State Predictions By The Orbitofrontal Cortex In Humans	Nature Communications
																																								3.0																																											10.1038/s41380-018-0122-5	30038232.0	2018	A View Behind The Mask Of Sanity: Meta-Analysis Of Aberrant Brain Activity In Psychopaths	Molecular Psychiatry
																																								5.0																																											10.1523/JNEUROSCI.0204-14.2014	25378157.0	2014	Episodic Memory Encoding Interferes With Reward Learning And Decreases Striatal Prediction Errors	The Journal Of Neuroscience
																																								1.0																																											10.1371/journal.pone.0159045	27391364.0	2016	Neural Correlates Of Prosocial Behavior: Compensating Social Exclusion In A Four-Player Cyberball Game	Plos One
																																								5.0																																											10.1002/hbm.25314	33314443.0	2020	Extendedâamygdala Intrinsic Functional Connectivity Networks: A Population Study	Human Brain Mapping
																																								29.0																																											10.1212/WNL.0000000000006947		2019	Association Of Peripheral Blood Pressure With Gray Matter Volume In 19- To 40-Year-Old Adults	Neurology
																																								3.0																																											10.1016/j.neubiorev.2022.104685		2022	Attention- Versus Significance-Driven Memory Formation: Taxonomy, Neural Substrates, And Meta-Analyses	Neuroscience & Biobehavioral Reviews
																																								5.0																																											10.1016/j.neubiorev.2021.04.007		2021	Imaging Recollection, Familiarity, And Novelty In The Frontoparietal Control And Default Mode Networks And The Anterior-Posterior Medial Temporal Lobe: An Integrated View And Meta-Analysis	Neuroscience & Biobehavioral Reviews
																																								8.0																																											10.1016/j.neuroimage.2020.117599	33285329.0	2021	Functional Organisation For Verb Generation In Children With Developmental Language Disorder	NeuroImage
																																								18.0																																											10.1016/j.neuron.2020.06.030	32702288.0	2020	Map Making: Constructing, Combining, And Inferring On Abstract Cognitive Maps	Neuron
																																								2.0																																											10.1093/braincomms/fcaa194	33381758.0	2020	Cerebellar Contributions To Cognition In Corticobasal Syndrome And Progressive Supranuclear Palsy	Brain Communications
																				right																				4.0										0.3															23.7																		10.1016/j.neuroimage.2021.117876		2021	Grid-like And Distance Codes For Representing Word Meaning In The Human Brain	NeuroImage
oblique	ARMA(1)		mni	25.0	240.0	3.0	72.0		True	affine	False	Students from the University of Washington 	ReML	randommixedeffects		regression	SPM	False		right	Double Gamma	Fourier 128Hz			SPM	nonlinear	ReML	regression	SPM			variable	64.0			mean	SPM		16.0	2.0	2.0			True	exponential jitter	ascending	slice time correction; motor realignment; coregistration; normalization to standard MNI space; 8mm spatial smoothing;			0.25	EPI	SNR	2000.0	2.0	Philips	Achieva	0.0	3.2	SPM	5.0	Gaussian	SPM	8	31.0	21.91	18.0				eventrelated	False	False	True	True	True	False		False	True	True	True	False	10.1111/cogs.12941		2021	Individual Differences In RewardâBased Learning Predict Fluid Reasoning Abilities	Cognitive Science
			mni	78.0	212.0	3.0					False									right			exclusion criteria: MRI contraindications, neurological disorders, use of medication that influences the central nervous system, major medical condition and left-handedness										106.0				eddy_cuda			9.0	2.0	59.0				interleaved	topup, eddy, dtifit, tbss			0.34	spin-echo based single-shot echo-planar sequence with slice-selective spectral-spatial excitation pulse		11100.0		Siemens Healthcare	MAGNETOM Skyra 	0.0	1.0				FSL 	5.0.11.	16.2	14.3	12.7									True								10.1016/j.dcn.2020.100765	32072938.0	2020	Physical Activity, Aerobic Fitness, And Brain White Matter: Their Role For Executive Functions In Adolescence	Developmental Cognitive Neuroscience
			mni	25.0	211.0	3.0						FTO AA homozygous vs FTO TT homozygous								right									SPM				64.0							240.0	1.0		T1			interleaved				1.0			3000.0	2.0	GE		0.3	3.0		8.0	Gaussian 	SPM		29.0	22.54166667	18.0	2.0			blocked				True		True					True		10.1172/jci44403	23867619.0	2013	A Link Between FTO, Ghrelin, And Impaired Brain Food-Cue Responsivity	Journal Of Clinical Investigation
																																								8.0																																											10.1007/s10548-021-00847-z		2021	What Executive Function Network Is That? An Image-Based Meta-Analysis Of Network Labels	Brain Topography
			mni	30.0		3.0	45.0	https://openneuro.org/datasets/ds003758/	True		False			randommixedeffects				False			Double gamma				FSL	nonlinear		Regression			600.0	variable								5.0	4.0	0.0	T1							0.267			1500.0		Siemens	Trio		2.0		6.0		FSL	6.0	28.0	21.27	18.0				eventrelated	True	False	True	True	True	True		False	False	True	True	False	10.1523/JNEUROSCI.0423-21.2021	34380761.0	2021	Dynamic Representation Of The Subjective Value Of Information	The Journal Of Neuroscience
						3.0																																		5.0										0.38					Siemens	Trio								18.9		7.5																	10.1002/hbm.26157	36426846.0	2022	Stability Of Associations Between Neuroticism And Microstructural Asymmetry Of The Cingulum During Late Childhood And Adolescence: Insights From A Longitudinal Study With Up To 11 Waves	Human Brain Mapping
Oblique axial orientation parallel to the longitudinal axis of the hippocampus			mni	30.0	220.0	3.0	65.0				False												Native English speakers, normal hearing and vision (or with glasses), no history of psychiatric nor neurological disorders		3dvolreg		GLM?	regression				variable	110.0				to3d afni			74.0		1.0		True	Optseq		Motion correction, realignment, skull stripping, alignment to mean EPI, warp to MNI, smoothing		Multiband	0.296	T2-EPI	Accuracy above chance, mean motion (mostly) below 3mm, visually inspected for dropout around prc close to sinuses...	1770.0	3.0	Siemens	Trio	0.0	2.0		4.0	Isotropic Gaussian 	AFNI		35.0	24.5	19.0				eventrelated				True	True	True					True		10.1016/j.neuropsychologia.2020.107623		2020	The Role Of Anterior And Medial Dorsal Thalamus In Associative Memory Encoding And Retrieval	Neuropsychologia
																																								4.0																																											10.3390/brainsci12020140	35203903.0	2022	Localizing Spectral Interactions In The Resting State Network Using The HilbertâHuang Transform	Brain Sciences
																																								14.0																																											10.1523/JNEUROSCI.0704-20.2020	32958570.0	2020	Anxiety And The Neurobiology Of Temporally Uncertain Threat Anticipation	The Journal Of Neuroscience
			mni						True		True	One of the image sets includes one vs all comparisons between subtypes.											Cognitively normal OR i) diagnosis of MCI or AD AND ii) biomarker evidence for amyloid positivity. After subtyping, stage 0 excluded.		ANTs	nonlinear														26.0		1319.0								0.42														95.0	72.1	40.0								True							True		10.1038/s41591-021-01309-6	33927414.0	2021	Four Distinct Trajectories Of Tau Deposition Identified In Alzheimerâs Disease	Nature Medicine
																																								2.0																																											10.1016/j.neuroimage.2018.01.028		2018	White Matter Microstructural Variability Mediates The Relation Between Obesity And Cognition In Healthy Adults	NeuroImage
																																								22.0																																											10.1002/hbm.25568	35586919.0	2022	Principal Component Analysis Reveals Multiple Consistent Responses To Naturalistic Stimuli In Children And Adults	Human Brain Mapping
				43.0	210.0	3.0	66.0											True		right													96.0						64.0	14.0	2.0					interleaved							1200.0		Siemens Medical	Magnetom Skyra		2.0				SPM	12	35.0		18.0				eventrelated		False			True	True				True		False	10.1016/j.neuroimage.2020.117397		2021	Another's Pain In My Brain: No Evidence That Placebo Analgesia Affects The Sensory-Discriminative Component In Empathy For Pain	NeuroImage
coronal	lag-1 autoregressive model		mni	33.0	5455872.0	3.0	90.0		True		True	Right and left mesial temporal lobe epilepsy patients and healthy controls	GLM	randommixedeffects		regression	FSL randomise	False		both	canonical double gamma hemodynamic response function	0.01 Hz	healthy controls were demographically matched to the epilepsy patients			nonlinear	GLM	regression	Nistats	12.0	432.0	3	6.0						72.0	48.0	3.0		T1			interleaved				0.51	SiemensSeq_ep2d_pace		3000.0	2.0	Siemens	Verio		4.0		8.0		fMRIPrep	1.4.1rc4	61.0	37.81	18.0				hybridblockevent	True	False	True	True	True	True			False	True	True	False	10.1016/j.nicl.2021.102723	34147817.0	2021	Whole-brain Functional Correlates Of Memory Formation In Mesial Temporal Lobe Epilepsy	NeuroImage: Clinical
oblique-axial	AR1		mni	15.0		3.0	82.0		True		False		GLM	randommixedeffects		Regression		False		right	SPM default	128s			SPM5	linear	GLM	Regression			620.0	8				5			75.0	6.0	4.0		T1	False		interleaved	realignment, normalization, resampling, smoothing, 128s high-pass filter	Order of SPM orthogonalization:  for choice, choice probability and then choice probability due to generalization; for reward, reward prediction error and then reward prediction error due to generaliz		0.52	EPI	Movement TR-to-TR less than 2mm	2000.0	2.0	Siemens	Allegra	0.0	3.0		8.0	Gaussian	SPM	5	28.0	19.3	18.0				eventrelated	False	False	True	True	True	True	False	True	False	False	True	False	10.1111/j.1460-9568.2012.08017.x	22487039.0	2012	Generalization Of Value In Reinforcement Learning By Humans	European Journal Of Neuroscience
																																								20.0																																											10.1016/S1474-4422(21)00214-3	34418401.0	2012	Generalization Of Value In Reinforcement Learning By Humans	European Journal Of Neuroscience
				30.0	192.0	3.0	76.0				False												Exclusions: standard MRI contradictions, current use of medication for a neurological or psychological disorder, poor ECG quality during the MRI scan. Inclusion: Acceptable Heartbeat detection score.		FSL	nonlinear					303.0	variable							20.0	11.0	8.0	2.0								0.4			1100.0		Siemens Magnetom TrioTim syngo MR B17 3-Tesla scanner (Siemens AG, Munich, Germany)			3.0		6.0		FSL	6.00	52.0	26.83	19.0				eventrelated	True			True	True						True		10.1016/j.cortex.2020.11.019		2021	Neural Divergence And Convergence For Attention To And Detection Of Interoceptive And Somatosensory Stimuli	Cortex
																																								3.0																																											10.1038/s41390-021-01394-w		2021	Glucocorticoid Treatment For Non-Cerebral Diseases In Children And Adolescents Is Associated With Differences In Uncinate Fasciculus Microstructure	Pediatric Research
																																								2.0																																											10.1523/JNEUROSCI.0067-17.2017	28450543.0	2017	The Human Thalamus Is An Integrative Hub For Functional Brain Networks	The Journal Of Neuroscience
								https://doi.org/10.6084/m9.figshare.9920111																																4.0																																											10.1016/j.neuroimage.2020.117592		2021	Response Modality-Dependent Categorical Choice Representations For Vibrotactile Comparisons	NeuroImage
0°	AR(1)	SPM12	mni	30.0	192.0	3.0	80.0	https://osf.io/cgy97/	True	Normalized mutual information	False	University students	SPM Nonsphericity optimizer	randommixedeffects		Regresson	SPM12	True	Mixed effects model	right	SPM double gamma canonical	Sum of cosine regressors equivalent to 128 seconds	Not from Sunderland or Middlesbrough, UK	7th degree B-spline	SPM12	nonlinear	SPM Nonsphericity optimizer	Regresson	SPM12			4.5	64.0	7th degree B-spline	Normalized mutual information	1st	SPM12	DARTEL		11.0	6.0	5.0	Magnetization-prepared 180 degrees radio-frequency pulses and rapid gradient-echo (MP RAGE) sampling	True	SamsOptseq: http://www.samberens.co.uk/SamsOptseq.html	interleaved	Realigned+Unwarped, normalised, smoothed			0.435	T2* EPI, 35 axial slices 0° to AC-PC, interleaved, TR = 2000 ms, TE = 30 ms, FA = 80°, Resolution = 3x3x3 mm, 0% distance factor	Visual inspection + Sessa: http://www.samberens.co.uk/Sessa.html	2.0	3.0	Siemens	MAGNETOM Prisma	0.0	3.0		8.0	Gaussian, isotropic, only applied to UniBold contrasts	SPM12	12	31.0	21.96	18.0	3.0		Normalized mutual information of segmentation	eventrelated	True	False	True	True	True	True	True	False	False	False	True	False	10.1162/jocn_a_01654	33284080.0	2021	Tracking The Emergence Of Location-based Spatial Representations In Human Scene-Selective Cortex	Journal Of Cognitive Neuroscience
																																								15.0																																											10.1523/JNEUROSCI.1602-20.2022	36347621.0	2021	Tracking The Emergence Of Location-based Spatial Representations In Human Scene-Selective Cortex	Journal Of Cognitive Neuroscience
																																								4.0																																											10.1002/ana.26368	35429045.0	2022	The Optimal Target And Connectivity For Deep Brain Stimulation In LennoxâGastaut Syndrome	Annals Of Neurology
											True	Group 1: Observed a high-prosocial peer; Group 2: Observed a low-prosocial peer								both			Inclusion: English-speaking; Exclusion: neurological disorders, psychotropic medications, MRI contraindications																	3.0		7.0								0.49														14.0	12.32	11.0																	10.1016/j.dcn.2021.100936	33611148.0	2021	Hormonal And Neural Correlates Of Prosocial Conformity In Adolescents	Developmental Cognitive Neuroscience
																																								3.0																																											10.1093/scan/nsaa002	31993654.0	2020	Multivariate Neural Signatures For Health Neuroscience: Assessing Spontaneous Regulation During Food Choice	Social Cognitive And Affective Neuroscience
